DEMO_age,DEMO_gender,DEMO_identity_indigenous,DEMO_identity_lgbtq,LONELY_ucla_loneliness_scale_score
25,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
50,Woman,NA,Not Selected,NA
NA,NA,NA,NA,9
NA,NA,NA,NA,9
52,Woman,Not Selected,Not Selected,9
58,Man,NA,Not Selected,NA
21,NA,NA,NA,NA
46,Man,Not Selected,Not Selected,NA
35,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,7
54,Man,Not Selected,Not Selected,5
NA,NA,NA,NA,5
NA,NA,NA,NA,6
67,NA,NA,NA,NA
54,Woman,NA,Not Selected,NA
42,Woman,NA,Not Selected,NA
29,Woman,Not Selected,Not Selected,9
NA,NA,NA,NA,9
NA,NA,NA,NA,7
25,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
26,NA,NA,NA,NA
NA,NA,NA,NA,NA
27,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",4
33,NA,NA,NA,NA
NA,NA,NA,NA,NA
26,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",3
69,Woman,NA,Not Selected,NA
33,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
23,Woman,Not Selected,Not Selected,4
79,Woman,NA,Not Selected,NA
63,Woman,Not Selected,Not Selected,3
80,Woman,NA,Not Selected,NA
79,Woman,NA,Not Selected,NA
NA,NA,NA,NA,3
66,Woman,Not Selected,Not Selected,6
86,NA,NA,NA,NA
89,Woman,Not Selected,Not Selected,8
64,Woman,NA,Not Selected,NA
25,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
37,Woman,NA,Not Selected,NA
67,Woman,Not Selected,Not Selected,3
67,Woman,NA,Not Selected,NA
31,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
66,Woman,NA,Not Selected,NA
32,NA,NA,NA,NA
NA,NA,NA,NA,NA
45,Woman,NA,Not Selected,NA
65,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,Man,Not Selected,Not Selected,6
56,Woman,NA,Not Selected,NA
80,NA,NA,NA,NA
33,NA,NA,NA,NA
24,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
33,Man,NA,Not Selected,NA
42,NA,NA,NA,NA
36,Man,Not Selected,Not Selected,3
27,Woman,NA,Not Selected,NA
22,Man,Not Selected,Not Selected,7
25,NA,NA,NA,NA
49,NA,NA,NA,NA
63,NA,NA,NA,NA
57,Woman,NA,Not Selected,NA
27,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
43,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
26,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
64,Woman,NA,Not Selected,NA
65,Woman,NA,Not Selected,NA
59,Woman,Not Selected,Not Selected,6
NA,NA,NA,NA,3
NA,NA,NA,NA,4
NA,NA,NA,NA,NA
32,NA,NA,NA,NA
62,Woman,NA,Not Selected,NA
24,NA,NA,NA,NA
45,NA,NA,NA,NA
63,Woman,Not Selected,Not Selected,NA
64,Woman,NA,Not Selected,NA
59,Woman,NA,Not Selected,NA
58,Woman,NA,Not Selected,NA
66,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
43,Woman,NA,Not Selected,NA
30,Woman,NA,Not Selected,NA
31,Woman,NA,Not Selected,NA
47,Woman,NA,Not Selected,NA
47,Woman,NA,Not Selected,NA
38,Woman,NA,Not Selected,NA
NA,NA,NA,NA,5
NA,NA,NA,NA,6
41,Woman,Not Selected,Not Selected,9
27,Man,Not Selected,Not Selected,9
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
26,Woman,Not Selected,Not Selected,NA
33,Man,NA,Not Selected,NA
NA,NA,NA,NA,5
NA,NA,NA,NA,7
52,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
90,Woman,NA,Not Selected,NA
75,NA,NA,NA,NA
79,Woman,Not Selected,Not Selected,4
75,NA,NA,NA,NA
19,NA,NA,NA,NA
59,Woman,NA,Not Selected,NA
NA,NA,NA,NA,NA
68,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,8
43,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
67,Woman,NA,Not Selected,NA
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
75,Woman,NA,Not Selected,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,5
46,Man,Not Selected,Not Selected,8
64,Woman,NA,Not Selected,NA
65,Woman,NA,Not Selected,NA
49,Woman,NA,Not Selected,NA
64,Woman,Not Selected,Not Selected,4
61,Woman,NA,Not Selected,NA
32,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
28,Man,Not Selected,Not Selected,6
61,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
66,Woman,NA,Not Selected,NA
50,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
60,Woman,Not Selected,Not Selected,7
44,NA,NA,NA,NA
28,NA,NA,NA,NA
NA,NA,NA,NA,7
NA,NA,NA,NA,9
62,Woman,Not Selected,Not Selected,6
27,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
23,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
62,Woman,NA,Not Selected,NA
26,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,7
68,NA,NA,NA,NA
32,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
71,NA,NA,NA,NA
71,Woman,NA,Not Selected,NA
64,Woman,NA,Not Selected,NA
42,NA,NA,NA,NA
28,Woman,Not Selected,Not Selected,NA
42,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,Woman,NA,Not Selected,NA
26,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
68,NA,NA,NA,NA
60,Woman,Not Selected,Not Selected,4
47,NA,NA,NA,NA
63,NA,NA,NA,NA
18,Presented but no response,NA,NA,NA
49,NA,NA,NA,NA
23,NA,NA,NA,NA
62,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
43,Woman,NA,Not Selected,NA
52,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,3
85,Woman,Not Selected,Not Selected,3
32,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
64,NA,NA,NA,NA
44,NA,NA,NA,NA
NA,NA,NA,NA,NA
53,NA,NA,NA,NA
28,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",7
54,Woman,NA,Not Selected,NA
42,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
NA,NA,NA,NA,6
61,Woman,NA,Not Selected,NA
28,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",4
56,Woman,Not Selected,Not Selected,5
71,Man,NA,Not Selected,NA
47,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
37,Man,NA,Not Selected,NA
31,NA,NA,NA,NA
81,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
60,Man,NA,Not Selected,NA
80,NA,NA,NA,NA
33,Woman,NA,Not Selected,NA
NA,NA,NA,NA,8
61,NA,NA,NA,NA
NA,NA,NA,NA,NA
65,Man,NA,Not Selected,NA
52,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
26,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
49,Woman,Not Selected,Not Selected,8
31,Woman,NA,Not Selected,NA
53,Woman,NA,Not Selected,NA
NA,NA,NA,NA,3
NA,NA,NA,NA,5
30,Woman,Not Selected,Not Selected,6
NA,NA,NA,NA,5
25,Man,NA,Not Selected,NA
NA,NA,NA,NA,7
50,Woman,Not Selected,Not Selected,9
NA,NA,NA,NA,6
NA,NA,NA,NA,3
65,Man,NA,Not Selected,NA
NA,NA,NA,NA,3
30,Man,NA,Not Selected,NA
66,NA,NA,NA,NA
58,NA,NA,NA,NA
62,Woman,NA,Not Selected,NA
45,NA,NA,NA,NA
44,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
64,NA,NA,NA,NA
49,Woman,NA,Not Selected,NA
28,Woman,Not Selected,Not Selected,4
32,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
64,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
43,NA,NA,NA,NA
61,Man,Not Selected,Not Selected,NA
48,Woman,NA,Not Selected,NA
58,NA,NA,NA,NA
59,Man,NA,Not Selected,NA
63,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,Man,Not Selected,Not Selected,3
22,Woman,Not Selected,Not Selected,6
65,Woman,NA,Not Selected,NA
29,NA,NA,NA,NA
36,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
25,Woman,Not Selected,Not Selected,5
56,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
42,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
28,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
57,NA,NA,NA,NA
47,NA,NA,NA,NA
30,Woman,NA,Not Selected,NA
28,Woman,Not Selected,Not Selected,9
60,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
57,NA,NA,NA,NA
56,Woman,NA,Not Selected,NA
31,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
60,Man,NA,Not Selected,NA
26,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
45,Woman,NA,Not Selected,NA
26,Man,Not Selected,Not Selected,5
32,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
25,Man,NA,Not Selected,NA
27,Woman,Not Selected,Not Selected,5
34,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
62,Woman,Not Selected,Not Selected,7
32,NA,NA,NA,NA
30,Woman,NA,Not Selected,NA
63,Woman,NA,Not Selected,NA
25,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
18,NA,NA,NA,NA
33,NA,NA,NA,NA
22,Woman,Not Selected,Not Selected,5
51,Woman,Not Selected,Not Selected,4
42,Woman,NA,Not Selected,NA
46,Woman,NA,Not Selected,NA
64,NA,NA,NA,NA
58,Woman,NA,Not Selected,NA
46,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
28,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",7
45,Woman,NA,Not Selected,NA
65,Woman,NA,Not Selected,NA
36,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
37,Presented but no response,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,NA,NA,NA,NA
47,Woman,Not Selected,Not Selected,NA
72,Man,NA,Not Selected,NA
70,Woman,NA,Not Selected,NA
78,Woman,NA,Not Selected,NA
61,Woman,NA,Not Selected,NA
25,NA,NA,NA,NA
69,Woman,NA,Not Selected,NA
62,Woman,NA,Not Selected,NA
33,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
77,NA,NA,NA,NA
76,Woman,NA,Not Selected,NA
45,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
51,NA,NA,NA,NA
40,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
25,Man,Not Selected,Not Selected,6
80,Woman,NA,Not Selected,NA
23,Man,NA,Not Selected,NA
52,Presented but no response,NA,NA,NA
37,NA,NA,NA,NA
36,Woman,Not Selected,Not Selected,5
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
48,NA,NA,NA,NA
78,Woman,NA,Not Selected,NA
50,Woman,NA,Not Selected,NA
24,Man,NA,Not Selected,NA
18,Man,NA,Not Selected,NA
64,Man,Not Selected,Not Selected,6
62,NA,NA,NA,NA
63,Woman,NA,Not Selected,NA
30,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
34,NA,NA,NA,NA
71,Woman,NA,Not Selected,NA
35,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
18,Man,NA,Not Selected,NA
37,Man,Not Selected,Not Selected,NA
21,Woman,NA,Not Selected,NA
59,NA,NA,NA,NA
59,Man,NA,Not Selected,NA
30,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,7
20,Woman,NA,Not Selected,NA
40,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
37,Woman,NA,Not Selected,NA
66,Woman,NA,Not Selected,NA
49,Woman,Not Selected,Not Selected,NA
74,Woman,NA,Not Selected,NA
33,Woman,Not Selected,Not Selected,6
34,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
82,Woman,NA,Not Selected,NA
23,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
56,NA,NA,NA,NA
62,NA,NA,NA,NA
39,Woman,NA,Not Selected,NA
77,NA,NA,NA,NA
36,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
32,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",7
63,Woman,NA,Not Selected,NA
20,Man,Not Selected,Not Selected,9
NA,NA,NA,NA,5
28,NA,NA,NA,NA
72,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
28,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
73,NA,NA,NA,NA
37,NA,NA,NA,NA
33,Woman,Not Selected,Not Selected,3
NA,NA,NA,NA,5
NA,NA,NA,NA,5
66,Woman,NA,Not Selected,NA
71,NA,NA,NA,NA
71,NA,NA,NA,NA
64,Woman,NA,Not Selected,NA
74,Woman,Not Selected,Not Selected,3
80,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
17,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
29,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
65,NA,NA,NA,NA
25,Man,Not Selected,Not Selected,6
32,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
61,NA,NA,NA,NA
23,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
16,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
34,Woman,NA,Not Selected,NA
62,Woman,NA,Not Selected,NA
66,NA,NA,NA,NA
35,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
55,Woman,NA,Not Selected,NA
28,NA,NA,NA,NA
58,Woman,NA,Not Selected,NA
82,NA,NA,NA,NA
28,NA,NA,NA,NA
18,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
20,Man,NA,Not Selected,NA
43,NA,NA,NA,NA
19,NA,NA,NA,NA
29,Woman,NA,Not Selected,NA
89,Woman,NA,Not Selected,NA
30,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
29,Woman,NA,Not Selected,NA
50,NA,NA,NA,NA
57,Woman,NA,Not Selected,NA
NA,NA,NA,NA,NA
32,Man,NA,Not Selected,NA
61,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
37,NA,NA,NA,NA
64,NA,NA,NA,NA
46,NA,NA,NA,NA
52,Man,NA,Not Selected,NA
50,Woman,NA,Not Selected,NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
26,Presented but no response,NA,NA,NA
25,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
36,NA,NA,NA,NA
58,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
38,NA,NA,NA,NA
44,Woman,NA,Not Selected,NA
73,NA,NA,NA,NA
37,NA,NA,NA,NA
61,Woman,NA,Not Selected,NA
26,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
61,Woman,NA,Not Selected,NA
53,Woman,Not Selected,Not Selected,3
26,NA,NA,NA,NA
23,Woman,NA,Not Selected,NA
76,Woman,NA,Not Selected,NA
58,Man,Not Selected,Not Selected,NA
41,Man,Not Selected,Not Selected,NA
28,NA,NA,NA,NA
70,NA,NA,NA,NA
60,Woman,NA,Not Selected,NA
40,NA,NA,NA,NA
51,Woman,NA,Not Selected,NA
38,Woman,NA,Not Selected,NA
62,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
59,NA,NA,NA,NA
NA,NA,NA,NA,4
67,Woman,Not Selected,Not Selected,4
NA,NA,NA,NA,4
39,NA,NA,NA,NA
75,Woman,NA,Not Selected,NA
46,Woman,NA,Not Selected,NA
25,NA,NA,NA,NA
45,Man,NA,Not Selected,NA
43,Man,NA,Not Selected,NA
41,Non-binary,NA,Not Selected,NA
60,NA,NA,NA,NA
53,Woman,NA,Not Selected,NA
76,Woman,NA,Not Selected,NA
27,Man,NA,Not Selected,NA
NA,NA,NA,NA,NA
39,Woman,Not Selected,Not Selected,NA
62,NA,NA,NA,NA
59,NA,NA,NA,NA
31,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
67,Woman,NA,Not Selected,NA
24,Woman,NA,Not Selected,NA
56,NA,NA,NA,NA
25,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
29,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
81,Woman,NA,Not Selected,NA
30,Woman,Not Selected,Not Selected,3
75,Woman,NA,Not Selected,NA
75,Man,NA,Not Selected,NA
61,Man,Not Selected,Not Selected,7
47,Man,Not Selected,Not Selected,3
30,Woman,NA,Not Selected,NA
35,Man,Not Selected,Not Selected,7
71,Woman,NA,Not Selected,NA
53,Woman,NA,Not Selected,NA
33,Woman,Not Selected,Not Selected,6
58,Man,Not Selected,Not Selected,NA
59,NA,NA,NA,NA
57,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
31,Woman,Not Selected,Not Selected,4
21,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
17,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
53,NA,NA,NA,NA
42,Woman,NA,Not Selected,NA
NA,NA,NA,NA,NA
65,Man,Not Selected,Not Selected,3
NA,NA,NA,NA,3
30,Man,Not Selected,Not Selected,4
58,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
34,NA,NA,NA,NA
38,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
34,Woman,NA,Not Selected,NA
53,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
36,Man,Not Selected,Not Selected,6
24,Woman,NA,Not Selected,NA
57,Woman,Not Selected,Not Selected,3
NA,NA,NA,NA,NA
18,NA,NA,NA,NA
NA,NA,NA,NA,9
NA,NA,NA,NA,NA
27,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
36,Woman,NA,Not Selected,NA
30,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
68,Man,Not Selected,Not Selected,3
45,NA,NA,NA,NA
68,Woman,NA,Not Selected,NA
70,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
46,Woman,NA,Not Selected,NA
33,Man,Not Selected,Not Selected,6
50,Woman,NA,Not Selected,NA
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",7
56,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
26,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
26,Man,NA,Not Selected,NA
20,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
28,Woman,NA,Not Selected,NA
27,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
65,NA,NA,NA,NA
61,Woman,Not Selected,Not Selected,NA
64,Woman,Not Selected,Not Selected,3
19,Man,NA,Not Selected,NA
23,Woman,NA,Not Selected,NA
45,Woman,NA,Not Selected,NA
35,Woman,Not Selected,Not Selected,NA
33,Woman,Not Selected,Not Selected,7
23,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8
47,NA,NA,NA,NA
22,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
73,Woman,NA,Not Selected,NA
27,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
41,NA,NA,NA,NA
54,Presented but no response,NA,Not Selected,NA
NA,NA,NA,NA,7
NA,NA,NA,NA,6
35,Woman,Presented but no response,Not Selected,9
30,NA,NA,NA,NA
39,Woman,NA,Not Selected,NA
68,Woman,NA,Not Selected,NA
28,Woman,Not Selected,Not Selected,7
27,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
76,Man,Not Selected,Not Selected,5
NA,NA,NA,NA,4
53,Woman,NA,Not Selected,NA
25,Woman,Not Selected,Not Selected,3
26,NA,NA,NA,NA
69,NA,NA,NA,NA
32,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
28,NA,NA,NA,NA
30,NA,NA,NA,NA
24,NA,NA,NA,NA
33,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
76,Woman,NA,Not Selected,NA
59,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
22,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
51,Woman,NA,Not Selected,NA
45,Woman,NA,Not Selected,NA
52,Man,Not Selected,Not Selected,4
33,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,8
27,Woman,Not Selected,Not Selected,3
92,Woman,NA,Not Selected,NA
25,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
31,NA,NA,NA,NA
77,NA,NA,NA,NA
70,NA,NA,NA,NA
84,Woman,NA,Not Selected,NA
60,NA,Not Selected,Not Selected,NA
NA,NA,NA,NA,4
50,Man,Not Selected,Not Selected,4
NA,NA,NA,NA,3
18,NA,NA,NA,NA
75,NA,NA,NA,NA
70,Man,Not Selected,Not Selected,4
83,NA,NA,NA,NA
30,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
53,Woman,NA,Not Selected,NA
57,Woman,NA,Not Selected,NA
23,Woman,Not Selected,Not Selected,7
64,Woman,NA,Not Selected,NA
65,NA,NA,NA,NA
64,NA,NA,NA,NA
38,Man,NA,Not Selected,NA
36,Woman,NA,Not Selected,NA
57,Woman,Not Selected,Not Selected,3
65,NA,NA,NA,NA
19,Woman,NA,Not Selected,NA
49,Woman,NA,Not Selected,NA
43,NA,NA,NA,NA
65,NA,NA,NA,NA
61,Man,NA,Not Selected,NA
59,NA,NA,NA,NA
NA,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
66,Woman,Not Selected,Not Selected,9
58,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8
31,Woman,NA,Not Selected,NA
75,NA,NA,NA,NA
60,NA,NA,NA,NA
30,NA,NA,NA,NA
44,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9
68,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
41,Woman,Not Selected,Not Selected,5
40,Woman,NA,Not Selected,NA
25,Woman,Not Selected,Not Selected,NA
30,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
62,Woman,Not Selected,Not Selected,9
68,NA,NA,NA,NA
29,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
72,Woman,NA,Not Selected,NA
46,NA,NA,NA,NA
30,NA,NA,NA,NA
46,NA,NA,NA,NA
47,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
30,Woman,NA,Not Selected,NA
62,NA,NA,NA,NA
38,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
60,Woman,NA,Not Selected,NA
41,Woman,NA,Not Selected,NA
34,NA,NA,NA,NA
23,Man,Not Selected,Not Selected,5
19,Woman,Not Selected,Not Selected,NA
33,Man,NA,Not Selected,NA
71,Woman,NA,Not Selected,NA
45,Man,Not Selected,Not Selected,NA
24,Woman,Not Selected,Not Selected,5
22,Woman,NA,Not Selected,NA
30,Man,Not Selected,Not Selected,4
34,Man,NA,Not Selected,NA
33,Woman,NA,Not Selected,NA
74,Woman,NA,Not Selected,NA
28,NA,NA,NA,NA
30,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
63,Woman,Not Selected,Not Selected,NA
44,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,6
NA,NA,NA,NA,3
28,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
NA,NA,NA,NA,8
NA,NA,NA,NA,8
NA,NA,NA,NA,3
60,Man,Not Selected,Not Selected,3
NA,NA,NA,NA,NA
40,Woman,NA,Not Selected,NA
66,Woman,NA,Not Selected,NA
43,NA,NA,NA,NA
75,NA,NA,NA,NA
47,NA,NA,NA,NA
35,Man,Not Selected,Not Selected,NA
66,Woman,Not Selected,Not Selected,3
39,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
31,Woman,Not Selected,Not Selected,NA
